,task_num,trial_type,trial_num,terminal_feedback_boolean,target_angle_degrees,homex_px,homey_px,targetx_px,targety_px,time_s,mousex_px,mousey_px,cursorx_px,cursory_px
0,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.00119280815125,119,174,119.0,174.0
1,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.0116119384766,119,174,119.0,174.0
2,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.0281519889832,119,174,119.0,174.0
3,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.0452649593353,119,174,119.0,174.0
4,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.061598777771,119,174,119.0,174.0
5,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.0785419940948,119,174,119.0,174.0
6,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.0946619510651,119,174,119.0,174.0
7,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.112174987793,119,174,119.0,174.0
8,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.128247976303,119,174,119.0,174.0
9,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.145256996155,119,174,119.0,174.0
10,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.161375999451,119,174,119.0,174.0
11,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.178368806839,119,174,119.0,174.0
12,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.194900989532,119,174,119.0,174.0
13,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.211502790451,119,174,119.0,174.0
14,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.229620933533,119,174,119.0,174.0
15,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.244664907455,119,174,119.0,174.0
16,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.262061834335,119,174,119.0,174.0
17,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.278175830841,119,174,119.0,174.0
18,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.295512914658,119,174,119.0,174.0
19,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.311457872391,119,174,119.0,174.0
20,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.328350782394,119,174,119.0,174.0
21,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.344836950302,119,174,119.0,174.0
22,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.362471818924,119,174,119.0,174.0
23,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.378009796143,119,174,119.0,174.0
24,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.395358800888,119,174,119.0,174.0
25,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.411353826523,119,174,119.0,174.0
26,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.428348779678,119,174,119.0,174.0
27,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.445085763931,119,174,119.0,174.0
28,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.461513996124,119,174,119.0,174.0
29,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.478791952133,119,174,119.0,174.0
30,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.494716882706,119,174,119.0,174.0
31,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.511760950089,119,174,119.0,174.0
32,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.52845287323,119,174,119.0,174.0
33,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.544988870621,119,174,119.0,174.0
34,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.561652898788,119,174,119.0,174.0
35,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.578077793121,119,174,119.0,174.0
36,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.595189809799,119,174,119.0,174.0
37,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.611552000046,119,174,119.0,174.0
38,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.628150939941,119,174,119.0,174.0
39,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.644652843475,119,174,119.0,174.0
40,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.661338806152,119,174,119.0,174.0
41,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.67883682251,117,161,117.0,161.0
42,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.694769859314,104,139,104.0,139.0
43,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.711211919785,104,139,104.0,139.0
44,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.728712797165,83,95,83.0,95.0
45,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.744486808777,63,51,63.0,51.0
46,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.761898994446,49,21,49.0,21.0
47,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.778263807297,49,21,49.0,21.0
48,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.79472899437,39,-1,39.0,-1.0
49,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.812118768692,32,-15,32.0,-15.0
50,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.827967882156,32,-15,32.0,-15.0
51,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.84560084343,28,-25,28.0,-25.0
52,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.861239910126,24,-39,24.0,-39.0
53,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.878263950348,17,-58,17.0,-58.0
54,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.894930839539,17,-58,17.0,-58.0
55,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.911339998245,11,-73,11.0,-73.0
56,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.928163766861,8,-79,8.0,-79.0
57,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.944754838943,8,-79,8.0,-79.0
58,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.961369991302,8,-81,8.0,-81.0
59,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.97861289978,7,-82,7.0,-82.0
60,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,0.994658946991,7,-82,7.0,-82.0
61,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.01199579239,7,-82,7.0,-82.0
62,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.02804899216,7,-82,7.0,-82.0
63,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.0446999073,7,-82,7.0,-82.0
64,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.06131076813,7,-82,7.0,-82.0
65,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.07864499092,7,-82,7.0,-82.0
66,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.09503483772,7,-82,7.0,-82.0
67,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.11194682121,7,-82,7.0,-82.0
68,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.12800979614,7,-75,7.0,-75.0
69,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.14518094063,7,-68,7.0,-68.0
70,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.16133189201,7,-68,7.0,-68.0
71,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.17855191231,7,-61,7.0,-61.0
72,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.1945848465,7,-56,7.0,-56.0
73,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.21166682243,7,-50,7.0,-50.0
74,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.22816586494,7,-50,7.0,-50.0
75,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.24495697021,7,-45,7.0,-45.0
76,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.26165890694,7,-41,7.0,-41.0
77,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.27925777435,7,-41,7.0,-41.0
78,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.29437279701,7,-39,7.0,-39.0
79,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.31155490875,7,-38,7.0,-38.0
80,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.32840681076,7,-37,7.0,-37.0
81,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.3446419239,7,-37,7.0,-37.0
82,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.36134386063,7,-37,7.0,-37.0
83,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.37833976746,7,-37,7.0,-37.0
84,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.39448881149,7,-37,7.0,-37.0
85,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.41145396233,7,-37,7.0,-37.0
86,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.42934298515,7,-37,7.0,-37.0
87,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.44455099106,7,-37,7.0,-37.0
88,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.46123790741,7,-36,7.0,-36.0
89,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.47801089287,7,-36,7.0,-36.0
90,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.49486494064,7,-36,7.0,-36.0
91,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.51148891449,7,-36,7.0,-36.0
92,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.52789998055,6,-26,6.0,-26.0
93,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.54516077042,5,-19,5.0,-19.0
94,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.56102085114,5,-19,5.0,-19.0
95,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.57834887505,3,-13,3.0,-13.0
96,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.5946559906,2,-10,2.0,-10.0
97,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.61201190948,2,-10,2.0,-10.0
98,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.62777996063,2,-9,2.0,-9.0
99,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.64500999451,1,-7,1.0,-7.0
100,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.66152095795,1,-7,1.0,-7.0
101,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.67798280716,1,-7,1.0,-7.0
102,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.69462800026,0,-6,0.905579787673,-7.07922796534
103,1,error_clamp,1,,40,0,0,225.98311072,189.622344858,1.71123600006,-1,-5,0.811159575345,-7.15845593068
