,task_num,trial_type,trial_num,terminal_feedback_boolean,target_angle_degrees,homex_px,homey_px,targetx_px,targety_px,time_s,mousex_px,mousey_px,cursorx_px,cursory_px
0,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.00199389457703,67,174,67.0,174.0
1,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.0122799873352,67,174,67.0,174.0
2,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.0292727947235,67,174,67.0,174.0
3,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.0458369255066,67,174,67.0,174.0
4,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.0625100135803,67,174,67.0,174.0
5,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.0791869163513,67,174,67.0,174.0
6,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.0956819057465,67,174,67.0,174.0
7,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.112516880035,67,174,67.0,174.0
8,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.128895998001,67,174,67.0,174.0
9,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.145519971848,67,174,67.0,174.0
10,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.162493944168,67,174,67.0,174.0
11,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.179135799408,67,174,67.0,174.0
12,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.195497989655,67,174,67.0,174.0
13,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.211944818497,67,174,67.0,174.0
14,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.229105949402,67,174,67.0,174.0
15,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.245417833328,67,174,67.0,174.0
16,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.262465000153,67,174,67.0,174.0
17,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.278645992279,67,174,67.0,174.0
18,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.295936822891,67,174,67.0,174.0
19,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.312208890915,67,174,67.0,174.0
20,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.329175949097,67,174,67.0,174.0
21,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.345347881317,67,174,67.0,174.0
22,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.362541913986,67,174,67.0,174.0
23,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.378670930862,67,174,67.0,174.0
24,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.395385026932,67,174,67.0,174.0
25,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.41214799881,67,174,67.0,174.0
26,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.4290599823,67,174,67.0,174.0
27,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.445839881897,67,174,67.0,174.0
28,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.462226867676,67,174,67.0,174.0
29,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.479511022568,67,174,67.0,174.0
30,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.495198011398,67,174,67.0,174.0
31,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.512545824051,67,174,67.0,174.0
32,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.528561830521,67,174,67.0,174.0
33,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.545545816422,67,174,67.0,174.0
34,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.562964916229,67,174,67.0,174.0
35,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.578836917877,67,174,67.0,174.0
36,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.595543861389,67,174,67.0,174.0
37,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.612318992615,67,174,67.0,174.0
38,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.628911972046,67,174,67.0,174.0
39,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.644984960556,67,174,67.0,174.0
40,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.661842823029,67,174,67.0,174.0
41,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.678996801376,67,174,67.0,174.0
42,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.695248842239,67,174,67.0,174.0
43,1,cursor,1,False,40,0,0,323.270754996,271.256371288,0.711990833282,64,164,64.0,164.0
