task_num,task_name,trial_type,trial_num,terminalfeedback_bool,targetangle_deg,targetdistance_percmax,homex_px,homey_px,targetx_px,targety_px,time_s,mousex_px,mousey_px,cursorx_px,cursory_px
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.00175189971924,123,214,123,214
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.00694799423218,123,214,123,214
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.010162115097,123,214,123,214
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.0274820327759,123,214,123,214
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.043890953064,123,214,123,214
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.0608839988708,126,216,126,216
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.0776960849762,146,221,146,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.0939071178436,161,221,161,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.11105298996,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.1272149086,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.14442896843,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.160732030869,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.178097009659,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.194480895996,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.211272001266,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.228058099747,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.244542121887,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.261301994324,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.278017044067,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.294589042664,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.311202049255,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.328022003174,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.344214916229,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.360805988312,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.377507925034,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.394051074982,167,221,167,221
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.410984992981,168,218,168,218
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.427800893784,168,214,168,214
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.444658041,164,207,164,207
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.461250066757,162,194,162,194
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.477808952332,158,184,158,184
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.494401931763,153,180,153,180
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.511210918427,152,176,152,176
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.527760028839,146,174,146,174
