task_num,task_name,trial_type,trial_num,terminalfeedback_bool,targetangle_deg,targetdistance_percmax,homex_px,homey_px,targetx_px,targety_px,time_s,mousex_px,mousey_px,cursorx_px,cursory_px
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.00160002708435,77,181,77,181
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.00707507133484,79,183,79,183
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.00957894325256,79,183,79,183
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.02419090271,86,188,86,188
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.0410439968109,92,199,92,199
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.057816028595,109,232,109,232
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.0743579864502,121,249,121,249
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.0908849239349,127,256,127,256
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.107439041138,127,256,127,256
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.124464988708,128,252,128,252
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.14119386673,125,240,125,240
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.157650947571,111,188,111,188
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.174299955368,102,146,102,146
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.19092798233,95,79,95,79
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.207828998566,95,67,95,67
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.224082946777,95,67,95,67
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.241077899933,96,70,96,70
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.257678031921,100,88,100,88
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.27440404892,110,115,110,115
1,nc,no_cursor,1,False,40,100,0,0,490.268443596,411.384070199,0.291133880615,124,151,124,151
