task_num,task_name,trial_type,trial_num,terminalfeedback_bool,targetangle_deg,targetdistance_percmax,homex_px,homey_px,targetx_px,targety_px,time_s,mousex_px,mousey_px,cursorx_px,cursory_px
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.00205588340759,79,186,79,186
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.00679588317871,79,186,79,186
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.0211029052734,79,184,79,184
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.0379629135132,79,182,79,182
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.0546300411224,79,182,79,182
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.0713119506836,79,180,79,180
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.0881259441376,79,180,79,180
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.104702949524,78,178,78,178
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.121435880661,76,176,76,176
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.138246059418,75,175,75,175
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.154862880707,75,175,75,175
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.1715259552,75,175,75,175
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.188119888306,75,175,75,175
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.204849004745,72,173,72,173
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.221324920654,68,171,68,171
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.237992048264,65,167,65,167
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.254848003387,63,165,63,165
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.27151799202,62,161,62,161
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.288147926331,61,158,61,158
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.304470062256,57,151,57,151
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.32130408287,54,145,54,145
1,nc,no_cursor,1,False,90,100,0,0,3.91886975727e-14,640.0,0.338118076324,42,127,42,127
